recipient,amount
0xb4877bd4000758e0691bc6fda494c2c6a9cba193,125926600196947000
0x355c1cf73c2c1d0193b0dac92863d5f254a3e83d,125818000664664000
0x78dedf7236be85b8dc8634d85dc4e3ca60ee2e2e,125359012676177000
0x47d31aa56abfb6102c6e0c3a73b1d3b1fac1b40e,124902090051715000
0x0f7b93b5d05f769781aefd2bf51b43c31a02018b,124796944352522000
0x31bc343ffb1fb9676ff9db4f9161ad32341fd2c6,124675074026965000
0xdae784c7b49251826bf1173da9b0ca550c6b91b0,124292754200252000
0x5bd40c1bb46ecf42576be2a03de98d7fe6826046,124247607691384000
0x96f76ed8600bdd96155f3ecf8843f6f18a4daa94,124155540550451000
0x8130be19706500519042c59cd674bc255c271ea2,124152131252886000
0x706765a537d7b4cb95146d9a05613d4ada51dc46,124021713147564000
0x5b0e79263a80324c3ce377c57ee8703c28486882,123901423488827000
0x139803fb9f73541c04e671abbc8543d1f3958c39,123889907706321000
0x3fd65c68102b6cece03e8978d3d11cdc6e3f3eef,123777892159400000
0x3f169867603e0602a87e83c50275efd8e16e539e,123403754825439000
0x838ed2b7aa89260fc04eba0656a91a27fffa2a7f,123264450926733000
0xe07a5e0f1d979a0e74aaa1554297485538a0add4,123202240598126000
0x39d2c73893e4ccf00a4dfe2eb5a28138664dcfdb,123048904393787000
0xd1a3c54b1cb8f394d0850ae31a90dd52e2c5ed85,122720389845164000
0x491d76623afc81e1362578bcbe426c4855dc5463,122156085268858000
0xb6cb3ee0155d19aa444ee2205c050d48f1b233c9,122140390377629000
0xc480026831951e6b7e3b03a30dc26c4db3205e2a,121935107364819000
0x4f6ebfe86ceefa768467be34b695370c04949973,121650227444247000
0x44ace53abbdad763e91158d30a2ee42b27355f22,121556811314657000
0x40402192fbdc7d20d4cf1b5714419a5019e56339,121428976873565000
0xbe3fe72761cea34ebe2e3b9d9fdd8aac5b695f8d,121335995189902000
0x56f0edf23a9fb558aa34d5176b592dba8ae96c1b,121236686800041000
0xe1c02c01ae58d4b116f0f89077b1bc43d3446b32,120967418925891000
0x0d85ae1aa7ea7e7e73f0274d9bdefaa2aea812fb,120572156857449000
0x2cff6fb5a463735d65c29d933ce7f1c45350cb33,120528971580282000
0x6545c3f95c0fa51a0e4d9f7fc2f77dae133717e6,120374822636079000
0x665c19cbb9ab4fb73ef679d880e72eb8c2a91588,120226757420172000
0xb94997340fec86ea1f9297d5e42712c34d93dfb2,120114567667937000
0xdcf23f9fe6cfe45b83526d8e469b1fce76de83b9,119980270002794000
0xe060089ed81912059527df8b65de7f175f5b0c93,119874631592973000
0xe122e81e16f1aec04744e36434db405f866e9cc1,119606888823122000
0x7457deca7b3be47b6e4d9d3fd8e8945a69fb727e,119522285407035000
0x1f1ad641f76056b381a028613408c6a941c39714,119421709120978000
0xdb0199ec16da7ed0fe1bb2d5d4c7aa989944d2ac,119249460071540000
0x61e56f1fb6c06cb037c5fb5e0a8bce4561dba158,119100098122833000
0xdb786f073095c3915749114e227a27a81ef03a15,119001180790195000
0x16ee00c6ddfed4743b34de786d2c0b1a3f0e8c7e,118934652189945000
0x095b2ef052f6e26dfeb796ea15b813a9c5f02cbf,118798145941828000
0x06d6dec719e2acf3480e9478ad368e2eff1368cd,118711905269871000
0x9e49db947eb1d7e2f2ab3498087390b9ab00725f,118613489826534000
0xc0d883b2fc91f6f6fb8e333d9ff7fbcec7ec5571,118611126537332000
0xe001a94be335e482fae5151cac777f42b1464a36,118596487302292000
0x9f44c3a6c85a6e9fe46c9ff9db6c57c1f6ffe3dc,118466664078526000
0x721538214e307b9a7af3fbda51f8783d4e3c9168,118451917347667000
0xfbbd6e7d90c19b602b602731c9029119d89490fc,118390576408826000
0xe9f2ee3586bd463ab66c989fdb6411911c749e3a,118339547815040000
0x855f8a1a72ea054b24a2a8b536021a32db429e3f,118222565884606000
0x7edcf7487b8837f77a87fb7d91edec539a1d47ef,118056883224889000
0x33777f307a66f0d0dd5d5bb1d9fd4194f71e16c2,118052577608067000
0xef9232daa20ba3e1d29847052e103189fab6f5c6,117988162948387000
0xe158573348082d4e1e1dc2fe9b4202f169f3b807,117854431089313000
0xc724f239459f1d2104d2b165a3026089268e79b0,117217391894513000
0x36bd14eaf211d65164e1e0a2eab5c98b4b734875,117169376499999000
0xd50d5c19ad6d57b9f3a5490b5d9769e90b521e3b,117090727436379000
0x9496624ccbfaf1d143f4711e24aa4fc264b08c06,117062232199601000
0xa2d71f9985dba0cc0ec7f85b0562121fd99febdd,117055179075024000
0x6305b950c99c64786492c52066cc797e9aa2c115,116912190744309000
0x3662b5aa3b18de13a49dc95759d4570099339257,116762198483845000
0xfe88f18d703ddeb86015f09694c1a42dba52213c,116688674925686000
0x00ae3db5418f6eac5305e72ecc853838e9ed3837,116599204753513000
0x22c7a631b9749b3d211ea69aa19572f99b515fbf,116399080173355000
0x8d5b96d2ce6d72b98a7c1dd2ae58391c36b2a57f,116091142943957000
0x4732e4c0891d4a5e199749c61f60a5c3da0f3d68,116020567972869000
0xbc71d98d03ab53ab9005baf4a13a2cb15366508a,115751791937721000
0x322475c0d45454f7fbe944d82917bc8175e4f6eb,115540552489396000
0x993104097a62f948b0b7f58fecc36862ba001502,115486480492695000
0x0ebb265637848b38e8fa8437d312667a8bdb7a90,115472339708384000
0xf5c1bbf4f739bdd0dbb8882517417263509453b0,115188456976057000
0x8fc7224c192cdcd4c0bdc85aa7973d280c84db95,115111447729117000
0xa2692a801c365ff88639c3436941b0c71dbc4b0c,114930275069808000
0x56a0cbd181220816452c61dae800f1fbb7e55260,114766769783763000
0xc41ba3190d043e2ef434ac23287d9ba68c58106a,114567942040366000
0x90625ffe7a8759e218c3945fea8ac28fabbfa970,114233510275529000
0xa5576138f067eb83c6ad4080f3164b757deb2737,113845726085126000
0xa03ebfac4d4006422fb5f8e7a16465a6ae2244c1,113834011255442000
0x36c1f88c4c1b540a3b5a3f9e8a0cd6f4f134ae42,113647999747528000
0xb7f8605c6fde3c4b6dd4f6bbd0148af015fceead,113541073427402000
0x036dc0ed1779ee2f01cc712eaa82a0073e0dea50,113397903773625000
0x8a39938cb2e46ab79b631a5ba2c85ff4b0804819,113310579482570000
0xe254de29487084c1c978cf4e47bc5c376023186d,113255180416744000
0xc430d5d50aab29f8752a3607bfe01322c6cae8fa,113192429427917000
0x6876629a9d0134e0a62eabbcc0c145f3931f4564,113007406120381000
0x7d410f2e6702aeaccf86b23015d9b209799c2112,112535233717143000
0xd53f0b61f6c4725ac2f8dd9568b89d63b1523c36,112359499899392000
0x7a40497782f2ad3ab9e9c08e67d5a95641110d52,111877347637626000
0xd06cd4947d2a669c6881d51e69dc445543dca7d0,111672606830278000
0x71820888d6dc879745d4208f69a71e5c971cd7a4,111647866377055000
0xef9c60358b37332986de0ac243dc2a09a421a827,111545121454386000
0x358dd4495fab2c04971a07a469397e1f7e5b2edc,111504107993404000
0x342233375ca857f092d60c59274cdcf9dfd67512,111303098961846000
0x7964e4b86ccab88ce7829366438bbd0f1dc6f03b,111155254931383000
0x646cf3d413af7794d6ea66349b5c49555e9633f5,110981905521984000
0x5c9ae91b19a8e06d94730bf277bd0be8190e7de6,110969485024553000
0x8d01f6f0a3780df731baba428ed883e7ddc21016,110892798563614000
0x112e486608155feded8ad72c92e39005cfd48661,110883572305826000
0xb6cbbb4c695513ccd2d1038de8dbd34e26f28217,110870824476099000
0x1ccd11ec7e6172f006ec623486936743d7a74d23,110821904758764000
0xa437aa303cef291dea44801e80c192d254f559ad,110595285574325000
0x1081872914279eb1a8dd493b81328ee746180237,110375709999812000
0xdba61d59df1dbe308b88e150f3808a25b8da6628,110272544632051000
0xab501d3b95f144079c1990612d42fad0e48851c3,110237694654671000
0xb01d299d76d3c8c4fd7159ea83851cc134496bbf,110097917477411000
0x741d78b60197040dba62c99c299272c799ff8f3a,110030791130525000
0xc35d1124f56eebf9e727c04fc678191d02df9a09,110022524311978000
0x92d2ba63b21ef7e0eb50d231e7693ac6a8c1cd02,110021885951059000
0xe5476721db576ad7541389325a03747a8786aeff,109856613048291000
0x2ffaf5281fb56617c85b63691e300188dc656944,109466336329206000
0x553ed09b549a57f07521e3431c680e108c2b4318,109003137665063000
0x829bad096f11ed06b3dcfacfcfaa0f96d66bfc52,108934504200119000
0xe63e4a9be1f5b489cf1f71598d272b6b59e6cf70,108746230148817000
0x3c43aa8e525d0ca2fab672cd55f79de777295e99,108460523892828000
0x59f5514da7039cedb835dd3b493b1956ea459815,108351391396023000
0xfaeda99338f80d99df9ad5967fd52aad8f0e4b5c,108255850304039000
0xff4b768305cbd424696c13d3feb92a84fafed86b,108189426084584000
0xbf6ef46c3ed0f81d6951cd9e18e79f45b5bc6122,108108991132396000
0x0e4d9dface119253f7c3ceb0ff75f092b5637dad,107972657763236000
0x732260317f4d555b3d67084429b73b8b20cc7b50,107886380352400000
0x49095559e14f4e092d96259d76c80f5066927757,107830214535678000
0x1afe8b91439d9bcfe5ab1a472887b6178639f648,107610868238640000
0xdf339850b5919c24f5838a8cd6448c732fcb04ec,107592809547497000
0x72a49e2c47e177d8384ded03f8f29986e067aad4,107332737707256000
0xb747d0713e54a3322806e0f828a76a970d90a7a5,107209955443301000
0xe6f32f17be3bf031b4b6150689c1f17ceca375c8,106917821566539000
0x181d3d058d0f6f522c57bfeef08eec64145c5d8b,106689211986101000
0x2168eacd23ac68676e9b6924312d5000d0c106fe,106242570095376000
0xa2d159ec317427a9579e37f74913d4877612b0ff,106097712949701000
0x991cb559f2f37713496828ff49edf399e0bbad5b,106059126004649000
0xc1adaa055233e166256621b3d18d088cee6a163a,105807513715648000
0x1f30f1a1cde7b88b211ec3711f71a36c282b2b6c,105635084516150000
0xca9a275b1566c37335fd6d048150ddf28619ec41,105545979842050000
0x5fb0058280611b57e7fd96dc4ba3616bd0d29806,105539660823963000
0x3a1120dda31b2072f2ba82038bf1998eed95a60c,104847720914063000
0xf4edd781f8e4439c7a4f52be9685ecafcdd56494,104774942443996000
0x9faaa0efbe61bc445e1068ab1cd67f23b45d624f,104575251671927000
0xb02b640e7449310c1b73c12d538d6dfbf206480f,104419083297324000
0xaec775f74effb70edea8df5c909ec5f9e4b7c289,104227757541623000
0xd0cbd3adfc26945d4a4fea20188e3deb00c86c34,103888330732839000
0x067989c6af98accc1e94ff8c21a6331b2efea928,103665162514389000
0xc3b4053391b5ced7f46f5eb886a2524d78552aee,103380704941522000
0x5c392d76c9bb143fd206d05ebc65d15d72b59e65,103071411679750000
0x23657e0af50f8a2079a47a76ab014437e8104840,103048511982730000
0x18410d6b9d58f30eb39ee6076295764edec1a05e,102873120678588000
0x7c586451ae270cc8085bfbe098ff825ed3c822e0,102770259836676000
0x6db7ebcc5b9b7885afc79df422063aad3d481396,102765832377086000
0x91ef752e6d0c40ea0b1d542b440ba4cb35b3ac38,102760015932173000
0x2a009d4aca0562e2e44877a1a8d659680463fa5d,102263068228835000
0x301832e416335d6706a5e021800433506b07e0c6,101674359171698000
0xe531e78fa6b112bc1639c38a186bf6917ea11c03,101585589190779000
0x758089fe6201b624c275b724dc847e6d9626877f,101484311988986000
0x7426dd8546c43f4da37545594874575fce166b9e,101213625509542000
0x51156a0c1d089250bb0eb4c07bf51e9efd971be1,100794588802639000
0xf49cacced19d6edf02c6de9c01be5bfb494fc9ad,100784297508945000
0x93927aa1b12ee5ce0ff6aaea89f8c55aeefa93a0,100693688108908000
0x8d339490827b323295da0a003096e18b0dd99a2f,100579739588750000
0xc3d99f4e6fdfdeb3ee11fffe2013ae4ea516eb6b,100429866072806000
0x90d0c63f1ca29777b6ab664dfef29599ff1738ef,100177750070901000
0x8e2a89ff2f45ed7f8c8506f846200d671e2f176f,99933327085360100
0x83a5e3a61cf59614295c63ea502f0191fb028bb5,99756316005569000
0x371a9b60a91ef30b12a1cdf63acdccb788462c13,99408061960553300
0x4c897357c2bbc36a0fcc22128235d09856e5b920,99346620346613200
0xd7c01cb09870c3e810a56f0f75bd7a0d995a8d8c,99171262015350300
0x72f1f8146f12fe2bfa0f3f8ec462e32af6c44113,98891116921899200
0xce58e2e708f1118715e3028b7f220f07ca84b48d,98841877590193100
0x03ad4a32952209f4c0b65bf25c94d04d0d3709f6,98836835950606900
0x7ae02e3871f38d0ba4a5192d97621ba52083fd06,98819338552250500
0x8180a7e60e740ecafc1b6c9974fa42a1aff436e6,98782895705266500
0x0e9d2ac1e40ac0d4a905ff8feff0f221e496629f,98658789502580200
0x2c97d55b283cc50729611e796b87c62fde7c0d38,98645441936867900
0x0ecbc4f9b69f980cc1144bbe4002fad3c486e25e,98138023098770900
0xf343ff0aa3ba4488caa016525b4a838c739f60af,97999788055961400
0x875126b49ca318dcba175ffdcef38df919c88c5f,97999715363089400
0xcb044d5f6ebea960b2245ca5eba4fdd68a2bb532,97953463040407200
0x7a7886566a74788a63aec5f6fe0cc56570b5d4a1,97915989873599700
0xd0cd8ea7563cdc2bb8ad6a6be2e5b5d56b80595a,97836496891034500
0x4740988434aab9d22d5e096f0551605be9f9637d,97802383337542400
0xc194efccc288a6438524eb94a4906427f61fd9a6,97754755524236000
0x45892dfbda3b9ce0513412168a947eca8af21a1b,97410820517662300
0xd39dc2a2915aa94d2f03e9aa6d654d2e52239016,97365295345721300
0x2d89cc4e013db2908b877c51d39ff63982761c96,97311784250310000
0x05e960c149721fd1493ca3993d96d700ab2561d5,97139964047966400
0xecfaffaf3ea215ef1f1b33a6a1bd1692a414e986,97009428990517100
0xfcf9934346b4e9822276d6a37af700c81119792f,96998700773430100
0x0d2bf8e3d505ac813f10316803a9db1fed3f71cc,96912414251059300
0x705a32535ab7768841ff5ea91d167e8e5cdc0261,96803994707697100
0x9d2e2b3d4f8cc51d11bccad5daa181d746fdc231,96661213023153800
0x125377dbdb4ed6b49f57a569a3d9282f8e3f5366,96653756572603300
0x85d337e9f56d73e5c34256dc0a09a65f4a5beee6,96459266509785500
0xe3158832582ce46b5006c69fa6d60c724c174a8d,96226889756214600
0xacdd2782dbe6c371f02fc95b3fc52539e6a40cd5,96034308679205900
0xec03739886d6ac74a40de8b187875bdcbc8524e5,95916778248960800
0x70cd1e5abd2714ce7abc3a4cfe82700c203c9bb4,95858872374587300
0x0d128abf26c78c9a27299ef1272e245799002454,95489130569917800
0x5ce26ea65b414997e29c93f619fcbace1fc151ac,95432801587992100
0x80909c3bdc6a1aa57f6d74b014a76230fbc528c6,95084519301679700
0x8c86d4f9ab435fce8fc8ee789a3371ef40fcc2e0,95069963921985700
0x6e9b96ec1904cadc8a9447f6fde3974d3c8d9448,94967596650675100
0x98b1f7b82d92572c482602bd9b72509ae5667340,94705374371577000
0xe8c5923349271cd4ce367685dcb0de6b95c169a3,94679008759017800
0xe7661cd7988c3a3f7b417ae10cbb7aff525ad921,94426610648250200
0xa9793b01ba723a37463e2e35ac7ed98773820650,94073422984115200
0xec820ad472bd690116dfcbcd768d28bbc2c32f11,93924593914624300
0xcb5a998cd81ff0d7613981a64ea2b1d49783b8e5,93820002310533700
0xa44aae5b4756363caf2c28b0c9d6e2638d30db85,93804100105998100
0x1b39f6ffda90ee592e78ef46b68a8caebfe16410,93793632087111300
0xcd621426b4672729e9051e29c707f68f6e4946de,93688890091923300
0x5c0e86e329cec5a19ded6ed21f001b3d4f1fff5b,93569718917349800
0xece9e3952d3045323cb34ecccad72d50214e0bdc,93544730650144700
0x851f9351f86a8969d40863046345f4fcdfa7bf9b,93257814427938500
0x3a6ded146e02dfe9d1508de0422102d5c0c3f142,93143916431738500
0xadbeaa2f6450adbd89d2cf10949f6772d4bb6572,92876906740218400
0x90d10e71992d8785b0bc1d7b782f5ad2a95bed58,92761252118929600
0xb602323e43dea31a9f3ba0d0d579059e3970c75b,92715046058617400
0x8adf3fa3228b9c098f00b7fc0d57be4ece548982,92629080135174800
0x58f74a69e24087deade4db595c4dcb5b2c1448b7,92572351140935100
0xc569113d02a8bbbd8c7aeba66b2d9f8aac349491,92514391343488800
0xee2f8193cade8ddf00f57768f9a9d2e5bddce1cf,92484856493605000
0x24882a7ae7f9283a205faacd9622a47304fe69db,92410053028400400
0x1f351b1caf0b7037353cd284a6a225cecce5677b,92391199114009100
0xd3caf1b46035598d5fcb5cd3c7fb6ae0da912e88,92330390277844300
0xd105a2ef303f84b17ec785e36828e9a12bb279ac,92276337788258600
0x9f3c11d1a54205e4e29271a8d1e10c5612af6c49,92256988486181000
0x908debeff55efefbbb8bb232ec614d809e868bce,92188621763294500
0x435eac911827d2eee69bcb06fe2291cce28a1b0e,92145287269725900
0x9121c6d8e60a51872e48fa5b22789a4e4fca01a8,91913908252399900
0x6df4c5d50ca185a02c0647e9e3d81a4380fcb254,91696649031502300
0xb7f7a4f74cea9b836cf55bc5ac62f420ab868d36,91639527139370100
0xb2fc2a1c0f059b259b827955dfcd0cd534a32eed,91239078213325000
0xee22b9596953b0705bb2dd6d598a07ef708d815d,91185310048862500
0x41afa6f6c93647ea6b9fdc11c03b5950df273e84,90833536707935100
0x90096e52924259f25dba66e9e3e2f583e0cc21cf,90262173603847100
0xdbf915defd1ecc74381912c6c94393d5c85bac9b,90208287354195600
0xbd8143df95f8183d75431382290562c04950636f,90198693311216400
0xc16cd8065b561762706da9e4a2e2721cafe54034,90135470185144000
0x9c305c8eb79bbcca96dc6b405e2212c64350df90,89880829311993600
0x594ef2480db681c1abdd1bdb049dad2c3dda2199,89731982233835000
0x8e87c9f57c7c60531953c8244a39d3ab303a77c8,89559025209444700
0xe55a448dc6ac02ede61c7094e9196571db3645b8,89377871841489800
0xd96715347688cd58d9075df7199c0e04e7dff234,89253489572931300
0x8807a8ff34d9d5dcbb7e0785de0e7d24e9332b38,89079983823840100
0x84e1ad47f20f95fdcd46d0fbd2883667090bbc1d,89017816527401500
0x629cd43eaf443e66a9a69ed246728e1001289eac,88983346116749300
0x46f81feb0b437264021efe3ebc21bc7eb3c0168d,88882919981495700
0x6ab8f9d1513d22996f4657c152f577b71004db3a,88413405626938500
0x6862157eca4a40ae9151f985b3474fcfadb767f5,88351758461511500
0x20be7bc2cc357feab40cd8c29d9d9db8f85ab001,88280105564487000
0x37aa0ae86b2bd014a5254302c233c46b5a3e66c6,87853518646784400
0xfd17007a17e43b074dfa1d6febc19e573bc125d0,87740559770217400
0x927b858066eb7efcee43dac3b2fd703d17452fe5,87468061806322000
0xba3fbc2885144e9a352cca0fa5f39f9753e23323,87136974549683800
0x48b211039586619b04cfb3b040cdd12165e3a9cf,87079015524619200
0x7a80c14098e7c9ab37b6c8b6a041823ea9d5afb4,86809639789362900
0xe116d5f4ccd817e93a4827b4b1166fb3fa61bec5,86755874638643600
0x19f5a737cabf9a1fdeea893b4d2933565bf15491,86374782736928900
0xab7f4c0387c311f42d60d5f031b547e3bde9dcbb,86127459275983400
0x68ba0c946f3b33effbbb2d0cd751bcad3b2d491a,85969508916090700
0x613d7e7b4fb5b2ae7c1e0d7a252545a07d072128,85885244508514000
0xde622baabcf55bab0f970b44910b593abf5137f8,85725861832577900
0x22de9974f5393efa5a629ba410f125f63e207063,85439541001514800
0x24f1ab8702024d381b16b0bc866c0cca9db2f1e4,85320155012068900
0xda2a9ceb2a254504e76a6e44552a347893867052,85190628341106800
0xd6997ba213af4ad0a19e7e5cd2fe5e075253064f,85113262663917900
0x6471c7d73ae606cc602ea0534440a1ff95dd5e07,84876580654209600
0x31cf11db86f67e61f51d585bcdb59007dee13a06,84573361345439400
0x9731a39d456922088f6ffba6a99f193340a5d91c,84538679074602900
0x9c05d8bd82f3c984423632ad4b356985015781f0,84500715375678500
0xf751e66b275a259455b85996592526fb220fae4a,84435313190101700
0xab104eea31e033f2359a43cb32901dd6d18d105f,84396875097639500
0xca2e9aefdec0541725329ad335a82b1778eeb6af,84340952530262900
0xc6a67a4d63f3b29fafb126fff9779f74550b9c48,84311160185820900
0xc0160fb55579b4bd3df2d2f371489b77a152cc51,84253667665778000
0x6ea1fd3efb9f1cd34b3376d6f00148824c025775,84166462406545300
0xe234275d6bf2d3ab29902a53b5bc7c1cd819d33c,84143331784032800
0x9a57d321084f5b1ac1fcb32230a83df9ef0ab565,83996997060647500
0x2aeec5a561ad26616867074178811a7022bd0937,83938093618015700
0xf00660f526f6c8fa516f300f654596691824a527,83857495180507800
0x8f77712acefbb370c0dbf3b414a4cb5fba033f08,83777683216647800
0xad698afbf0a5d98271a10ae55abe65d903599eb5,83760463219579900
0x456480c55c72d5281987b712e4856a6b1cb9bf42,83716625696676400
0x28518de5fe0d670c4da8b5bbde5b239153dc5f8a,83452611179998000
0xa776d7b652e94c70da63a0dd8d94ed2fc612862c,83449757773284900
0x7c148cb24123e5360339c4cdea2eee28e5794346,83404714249878800
0xfeb0e86c7bee7a8299d3de2e8e86884d4b59553f,83391811636990300
0xa3e7eba5e4cf6234b6f64513ed9a7c2848c86af1,83362983383897700
0x7943bb55302f09828bcbcbf7d6a6f664d4535a1d,83275342319303200
0x96dbfb545340bfcde3bf420455d2ded005769633,83254250573857000
0x12f2634755955d45057a54ffc35071aaa236300b,83193900683661600
0x04e8f16eeef81d65a13edc1fb2f8fdc8507c73ca,83133799565870200
0x76b0c942036930cbb3c9ad165e23ffb57bc3fa23,83101890665628900
0xde0fee4e59bb9b2193e77a6291a682d6e2873aaa,83082853901748600
0xbe00b7951f0be4892e1624c8d47b492322527641,83072399502115200
0x4d45d748df19827d4ff9f26bc9bee74df2876e50,82969268170687400
0xba1b5f7a2767970f48bf540ca41a3f54a8414b4c,82858448061030800
0x26d754f9ae6f65c43d63b62e6ffa0c8ed1219db5,82796245211325200
0x70795e791d8d13bef099138870b75e2a8bd039d6,82778311695976900
0x506b7ca4db26604936cc5df883a4594cab12a382,82775619004257000
0x3c28687321290058e7d09d5ec031d83dd9487959,82404431516875600
0x6f0f2fc250b691e047c949b11b50005143e48596,82265146422306900
0x472581b5b492ad460d6c4ee9a69c84526ff04e8a,82152936539541700
0xdf974829f6d977370b21e065ae445390cb9d010c,82122796232592300
0x88585545aef94e80f2ad2a4f293e2186417b0156,82065195241858800
0x5a86b8a10216ec534f0eca91b7b60d00ca8c8c23,82039905608915900
0xf56036f6a5d9b9991c209dcbc9c40b2c1cd46540,82032783247888900
0x20c78abe2d3c77cb9dc08f3a41cb6542b803de7b,81724430337692600
0xe22ee10e39f3f212efb579054c827c86303c78dd,81694338818624100
0xf793e596de8fe2b83ae79bcb980d47616d2539e8,81570572517694200
0xa6456134d8a70b1e6192a0493f1a3b639bf386c6,81513786045347400
0xd02a936a45f5a9b77972c283b494d11590933b4c,81512702848737800
0x0eac83125b9972f09a5ef41a00bcf26cb48813e4,81474360956097400
0x5be798bf258ac5319e74428a66e635df491de2b2,81424084140748000
0xcd2d0d10e2f53840cbaf7f2ef1dfd7b3d42baa8d,81379270150674000
0xd1fbd01776383bb15b42533bf21d1a0d2861d9f3,81313648435370400
0xa4d404bdd099f5cf240cc6728ec5319a4434916e,81284013190676700
0xb2e29cbaba457fc93492c1328305b534db52fb0a,81059932753110900
0x691d3211743fd43993d833c282526a78476a0aae,81046765692471300
0x286204bfb8371afd83dfb2f3f8a8196a18b46ed6,81028011082359000
0x27357894390dbf768709074f5c5e7dc239ffc476,80910898715218100
0xf749006da5a5d9e94ac179e88b3bd78dce46b9a1,80725322581476600
0x0cca2311881acd7e31a2bce24a49c237ae9eef48,80585777224104700
0x5968d383deb7636fb68c91915c516499fa2ddcd0,80573913762573600
0x81c3c9eb721832841907576aea76bcd433f92bfc,80523804997509900
0x96ac61b54cdb56fa7f1e30e6065e9fdfab779dff,80391666503836700
0x6e4c52d3bca1ec3fa7c8fa6ac1513cefa3558309,80228121347407800
0xc887d3afc9fc9cf7d8d16da7ec80e0eb879511d5,79866564506404200
0xda07d7e0c9060f74758cef7c78c0a7f34315c8dd,79800618385324900
0x3ad8f3b860242d409b4623bb19d520880e21c784,79515026339340000
0x3d4ee80933ae7e0bd62fb05b8964cb5a6b5abe19,79283832016123300
0x6d1ec3f2f0b9fd5e72dd2958643028b07bd0a1a4,79203696042825600
0x3643cd2e4b6214ddd2ea2ad747492b3c8994338e,79194645625711000
0x48e337a845aa6061cb551b7437798604ed580ead,79129216715970800
0xce5d0225c5ba5dcd8eb50f1bf62dba1b63a5674f,79113119538341400
0x2e64226b34e0030295d75779109b207eb7f299a7,79073798333769900
0x33141aecc5d16e615095684a12b46ff8208c3bf1,79017468128511900
0x305ac1c340d2856057cee4f4dc140b4e9320e8a1,78920092408964200
0x63e2056996d8650d91920e300da663220d65dcdf,78888358979696400
0xf4b60b90784b36f697cfdfee10b78680e7d6402f,78719621760775400
0x41615cbf08bc92f5220737287c96c2eac81a8194,78706430270930600
0xa7b6f293f07294fff91412512332c2da02ce8d16,78679527708014700
0x5417b2ef14b774c3ccbfd742a6634690117616b9,78601217267379800
0x5a62c3e51f4c36abcfcdb5e116fc3bacd763a35b,78494618978025400
0xef4eff56e35b74623b0228853c13c64fda706a9d,78262279556498600
0x872ba908245adef986f38ca65386c17a52c31e97,78151629985013400
0x737369f544a7edd6ddf29868f7587884bcb809b1,78051699891832200
0xf4be8cd2a1e74123f70dda58944edb9d7dd1857f,78012734874277300
0x77540373e95a80d6cea300e90e5d1433193bc96c,77645302621183700
0xe1a29af25dd37d1ad2db9cb47a6536b08fa6a20f,77344437600774800
0x9e3b1a6986b51a4db595e2817549b69a2cd275d2,77337796176116500
0x85391bf0a449a08a455cb8f64d21201d3cdef361,77212150662757900
0x322b3773e566790864b951abb99d40de83f24d01,77171728375625800
0x8da02d597a2616e9ec0c82b2b8366b00d69da29a,77042271327491500
0xffd7fd0b03b42f12c2079d2717f504fae5597e56,76994402016669000
0x76a1b438e6536455828adc9d074508ca66514732,76978973333103400
0xc355dea78040938366ff7c06ef50d30a4fb356ec,76819834440637400
0xb694dc8aeafcc313393123ba3fbb28a037dffac6,76763219985959900
0x4285458ea5323cf602dc8dc22bf95a2567a2d98d,76704377015476800
0xd293632c90deb5b66592dfef80f603fe56da7e35,76606603168360600
0x4f70533a500f0d9dcc3bc92a2e74e5a998f4f3a3,76571696791795300
0x44926fde32c4ea3b0a87d08adbc88d32f8b1b5cc,76556088405743500
0x2deadda633946284c21d5695f7c38f0c9613fb02,76420071275500500
0x8c64eea1e2399da21baa265e19a345020841878e,76361132958823900
0xaaeb5930caa86dc69b402a3f480d584ed340eaaf,76283846460020800
0xaaa0cd39063cf591a0c5f33be0036593d31c86ec,76060438421137000
0x78f27e4f4fff0fc9e0adbdd38460985dc39bf84f,75903234939050600
0x88715d7003b959dae6135b360df43ac962107d0f,75781927931746600
0xe0c631c646d53fbe003769adec1a31f7781da419,75714530721577700
0x7945505a661f2a18b4cc32e193d9a4c54a5adea3,75685896626805900
0xb84ce6050fc05e2c47e2fa3a65d97ae974b59133,75618747518135500
0x2cb6162980c2c2249f850bd240e3c87fc33c5ce1,75555772135541300
0xc561c9b7035732b4ebdbae6ac43d6a293ab53896,75539047982932100
0xbe4e0072267cbd32d47a028acced5ef1098ee145,75318561957093900
0x459d570ac4b8ce09a32d28ff311a02763edae6ef,74981264586030600
0xbd46f96cd9c7c6da30146b4516794265ec900250,74956327957398500
0xed00fbf05aede88fd04e2bdbb99c86d5692cc09e,74909790113178600
0x70cb8e6cdb521a2d258a29c862c98261521f2d41,74718976665343100
0xe45e97f3c92b2828cfc676f64d36e85c2322285e,74607600636452800
0x9a52294fc7f2f569c895bbd9d575d76368c2d601,74423649581568400
0xa9369730be8bde7e5060d1811881000089954b61,74400310048121500
0x3e04f2721a6128ab36b04654a717e7d8a1d1d1df,74380430711782800
0x0160240e756a8f964cfc582089e4d80d5f559559,74297035490163100
0xdacae910e48a3cf43476d3de8eb6eeb0bf195c87,74247957602320100
0x2f989f518976ad8214c96d9c1a524682fffbc329,74182113773017500
